## trace file of population Pi values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 20000 ThinningInterval= 20
SweepNumber	KANDR03	KANVI07	KAROL05	KBIGCK04	KBIGS07	KEEK05	KGAGA06	KGEOR05	KGISA01	KGOLS06	KGONF06	KHENS01	KIOW10	KKANE05	KKANT05	KKISA05	KKLUTU09	KKOGR05	KKOGR07	KKOKT10	KNECO07	KNORTH10	KPILG0506	KSALC05	KSALM06	KSTUY09	KTOGRT09	KTUBU09
30660	0.04481462	0.01910871	0.02321087	0.02588530	0.03163434	0.03876274	0.04877390	0.03778215	0.04189690	0.02903833	0.04348279	0.03908203	0.02482222	0.04182760	0.03459392	0.04887591	0.03903843	0.01556604	0.04246263	0.04744643	0.04402544	0.02325778	0.02475084	0.03807785	0.03507417	0.03495275	0.04723329	0.03452203
30680	0.04769813	0.02126739	0.02617029	0.02445096	0.03279080	0.03982070	0.04723382	0.05430499	0.03535224	0.02593297	0.03888075	0.02651224	0.02136774	0.04771286	0.03985997	0.03190181	0.04412615	0.01906240	0.03611674	0.04137813	0.04247708	0.02010017	0.02175618	0.04792630	0.04244378	0.03901836	0.05307224	0.03126483
30700	0.04119213	0.02128520	0.03466279	0.02266943	0.03158200	0.03262619	0.03819508	0.03731142	0.03897390	0.02868726	0.03795512	0.03370718	0.01334838	0.04507098	0.03053859	0.03900525	0.04838743	0.02055223	0.04752093	0.05220313	0.03969691	0.02681690	0.02953258	0.04634044	0.04398891	0.03533448	0.04525212	0.03756303
30720	0.03669238	0.02423826	0.01670655	0.03031100	0.02216789	0.03125305	0.04626189	0.04095707	0.03655389	0.02856663	0.03705072	0.04117646	0.02144700	0.03286339	0.04852080	0.05080843	0.03914235	0.02333218	0.03850482	0.04299381	0.05018045	0.02627254	0.01654761	0.03941420	0.05125250	0.04781793	0.04473890	0.03422730
30740	0.04253723	0.01697093	0.02298048	0.02661166	0.03049244	0.02044229	0.04141779	0.03367868	0.04287399	0.01963532	0.03085944	0.03356694	0.02772130	0.05409526	0.03886861	0.03356450	0.05321058	0.01956999	0.04637792	0.03965840	0.05743296	0.02241791	0.02445175	0.04753248	0.04198213	0.03803517	0.05828492	0.03472892
30760	0.04287056	0.01974988	0.02783453	0.02843893	0.03055176	0.03501898	0.04445500	0.03772848	0.03767010	0.02737714	0.03499070	0.03767401	0.02321388	0.04460059	0.03518105	0.03381439	0.05134171	0.01734853	0.04492348	0.04724251	0.04926994	0.02593169	0.02513330	0.04930898	0.04627015	0.03394298	0.03909725	0.02901951
30780	0.05647786	0.02658472	0.02556853	0.02981952	0.03515874	0.04127681	0.04170010	0.03658931	0.02852782	0.02682433	0.04635294	0.03643116	0.01605560	0.03579019	0.04114637	0.04231560	0.04241198	0.01903477	0.04340965	0.04332241	0.05057564	0.02086498	0.01827116	0.04546301	0.03021450	0.04254703	0.04129207	0.03597320
30800	0.04434005	0.02174317	0.02315007	0.03340826	0.03117293	0.03187015	0.05131514	0.04254731	0.04478353	0.02889244	0.03018297	0.03708813	0.02332413	0.04250342	0.04188319	0.03512927	0.05173957	0.01630555	0.03758870	0.04595512	0.04363708	0.02971060	0.02285973	0.03647767	0.03691267	0.02761424	0.05060920	0.03725571
30820	0.04188545	0.02087172	0.02804943	0.02832352	0.03410005	0.02831874	0.04383070	0.03159787	0.04953547	0.02556563	0.03102161	0.04028667	0.02120668	0.03911032	0.04112800	0.03987669	0.03707995	0.01847382	0.05915888	0.04651346	0.04307153	0.02457076	0.02735793	0.04262836	0.05118492	0.03282026	0.03511774	0.03731385
30840	0.04492035	0.01786755	0.02462303	0.02650466	0.03174597	0.05209106	0.03333770	0.04343624	0.03678371	0.02425947	0.03910537	0.03983015	0.02193642	0.03292380	0.04546387	0.03500347	0.04338241	0.02248818	0.04351361	0.03790792	0.05324696	0.02152652	0.02511350	0.04643071	0.04016450	0.03350213	0.04703374	0.03585701
30860	0.03970982	0.02111366	0.02540707	0.02194909	0.03224279	0.02130760	0.04785500	0.04900277	0.03920285	0.02121112	0.03485207	0.03634852	0.02289652	0.04289565	0.03425827	0.04219655	0.04801213	0.01351485	0.04022140	0.04687923	0.04281052	0.03483560	0.02133145	0.03947991	0.04236279	0.03302367	0.06132450	0.04375459
30880	0.04256330	0.02210175	0.02491862	0.02466571	0.03462895	0.02611187	0.03815044	0.03086631	0.04224202	0.02323369	0.04547463	0.04146624	0.02448071	0.04140600	0.04216423	0.03429375	0.04271978	0.01851419	0.05215183	0.05020267	0.05186116	0.02725382	0.02121850	0.04153466	0.03819613	0.03607962	0.04263343	0.03886598
30900	0.04189639	0.01931728	0.01990408	0.02243898	0.03706713	0.02555887	0.03865953	0.04156363	0.04181867	0.02516450	0.03723831	0.04009390	0.03010551	0.04104230	0.03756180	0.04354101	0.04520033	0.01873537	0.04547004	0.04441769	0.04257923	0.02410224	0.02655380	0.03753006	0.03850861	0.03712339	0.06302572	0.03378163
30920	0.05155993	0.01949755	0.01850651	0.02534081	0.03652546	0.02924777	0.04824904	0.03743863	0.03855383	0.02546576	0.04518802	0.03675948	0.02145512	0.04404723	0.03240718	0.04185318	0.04303719	0.02651322	0.03352330	0.03702116	0.05595345	0.02138796	0.02740770	0.04263827	0.04045476	0.03903936	0.04783704	0.03309109
30940	0.05187886	0.02314873	0.02702496	0.02202730	0.03466786	0.03468314	0.04471257	0.03476233	0.04051074	0.02475976	0.03991861	0.03016697	0.02305159	0.04508177	0.04026654	0.05380936	0.02853497	0.01549086	0.03486895	0.04377540	0.05000596	0.02404335	0.02467541	0.03822702	0.02883097	0.04083918	0.05900842	0.04122844
30960	0.04251405	0.01790982	0.02386043	0.01774000	0.03372646	0.02854928	0.04429889	0.04016963	0.03840819	0.02677052	0.04126230	0.03818349	0.02470476	0.04217987	0.04317905	0.04376009	0.03791528	0.02592121	0.03776998	0.03511180	0.04646163	0.03325883	0.02140859	0.03731671	0.03609535	0.05101060	0.05461959	0.03589359
30980	0.04615635	0.03043940	0.02826669	0.02455088	0.03047483	0.02694509	0.04248260	0.02936710	0.03310781	0.02650474	0.03603753	0.04457551	0.01965444	0.03951694	0.03884593	0.04090781	0.05025761	0.01885393	0.04639554	0.04140528	0.03931710	0.02531032	0.02657599	0.04358359	0.04867192	0.04153482	0.04340448	0.03685575
31000	0.04466577	0.01527226	0.02310254	0.02593965	0.03586731	0.03614453	0.04864101	0.05676661	0.03312052	0.02749410	0.03042347	0.04630658	0.02674998	0.03743206	0.03726994	0.03852972	0.04986680	0.01828338	0.03630059	0.03903737	0.03694444	0.02345659	0.02490871	0.04377338	0.04548139	0.02765153	0.05611638	0.03445338
31020	0.04696607	0.02302651	0.02128410	0.02870474	0.03538187	0.03128845	0.03342187	0.04082935	0.03694589	0.02027364	0.04458907	0.03055523	0.01588982	0.04963952	0.03989933	0.03878940	0.04503973	0.01615671	0.04388072	0.04711659	0.04428807	0.02138645	0.02107555	0.03911969	0.04483888	0.04991117	0.05596803	0.03373353
31040	0.05832685	0.02671751	0.02813942	0.03042824	0.03526825	0.02836194	0.03603771	0.03514720	0.03793675	0.02866132	0.04336110	0.03970603	0.01959557	0.05287182	0.04114887	0.04252203	0.03553117	0.01149565	0.04544180	0.03209599	0.04133190	0.02682128	0.02823592	0.04417455	0.03295137	0.03854573	0.04196995	0.03717405
31060	0.03656142	0.02304208	0.02490733	0.02901934	0.02756279	0.03396303	0.04375150	0.04858542	0.04446100	0.02818504	0.03951704	0.03228079	0.02381268	0.04023265	0.04059942	0.03788840	0.03936256	0.02401372	0.04775103	0.05221292	0.03932487	0.02902588	0.01847860	0.04060856	0.03913785	0.04242754	0.03790773	0.03537881
31080	0.04018244	0.01893317	0.01841553	0.02430184	0.02695467	0.03976963	0.04370184	0.04540229	0.04058689	0.01876988	0.03620157	0.03427403	0.02153343	0.04070925	0.03813333	0.04617928	0.04322863	0.01538889	0.05555170	0.04162366	0.04429781	0.02874579	0.02237254	0.03916345	0.04815015	0.03681199	0.04910248	0.04151384
31100	0.03625025	0.02465461	0.02998097	0.03239538	0.03512962	0.03522884	0.03433452	0.03399782	0.04555397	0.02179467	0.05100406	0.03404482	0.01558797	0.05030652	0.03956841	0.04157007	0.04099964	0.02210370	0.05088348	0.04666435	0.04800361	0.02736652	0.01607620	0.04208027	0.04134775	0.03762967	0.03020946	0.03523287
31120	0.03980372	0.01798321	0.02352269	0.02479236	0.03022506	0.03318797	0.04113821	0.03648264	0.05264674	0.02428319	0.03234729	0.03506809	0.02480422	0.03317559	0.03675436	0.04774704	0.03685061	0.01716069	0.05447051	0.04117525	0.04273820	0.02085910	0.02525007	0.04844205	0.04129946	0.04325568	0.05317673	0.04135928
31140	0.04907936	0.02074425	0.02950198	0.02143965	0.03354250	0.03330612	0.03857224	0.03644724	0.03924533	0.02505543	0.03402770	0.03599054	0.03041128	0.03881775	0.03945997	0.04107114	0.04531366	0.02079536	0.03974853	0.03963683	0.04844046	0.02661804	0.02275547	0.03993957	0.04256287	0.04327892	0.05490267	0.02929513
31160	0.03592739	0.02019901	0.03147173	0.02924153	0.04449741	0.02739371	0.03645722	0.03711733	0.03764615	0.02963742	0.04097611	0.04161779	0.01669615	0.04668122	0.03922786	0.04324209	0.04997407	0.02116138	0.03977005	0.04430497	0.04182697	0.02100635	0.02283835	0.03634419	0.04070587	0.02889567	0.05259445	0.04254755
31180	0.03727395	0.01846056	0.02951026	0.03026228	0.02893352	0.02891889	0.04386672	0.04128860	0.03366547	0.02876306	0.04224612	0.03940132	0.02916234	0.05022527	0.03556499	0.03486290	0.04961542	0.02741584	0.03391446	0.04901222	0.03978859	0.02138095	0.02498891	0.03421595	0.04996775	0.03028608	0.04300128	0.04400632
31200	0.04235861	0.01485796	0.02354821	0.02722288	0.03421278	0.03497364	0.04927947	0.03551449	0.04853530	0.02339747	0.03822566	0.03486120	0.01764394	0.04811265	0.04161289	0.03728419	0.04182465	0.02244657	0.04103600	0.03086413	0.05048576	0.02487686	0.02257981	0.04570346	0.04184594	0.03249426	0.05813165	0.03606958
31220	0.04657513	0.02127117	0.01965035	0.02198246	0.03415607	0.03786248	0.05448957	0.04444711	0.03570783	0.02461096	0.03931439	0.03438314	0.02182701	0.03963540	0.04366806	0.03228555	0.03625760	0.02382872	0.05066376	0.04142229	0.04463385	0.02698888	0.02294461	0.04569072	0.04071961	0.03119133	0.05002338	0.03376857
31240	0.05326386	0.01941308	0.01852488	0.02730108	0.02866828	0.05388002	0.03865781	0.04390146	0.04042852	0.02664562	0.03258569	0.04044163	0.02308220	0.04399436	0.03732572	0.03477664	0.04162397	0.01550972	0.04389113	0.03293237	0.05071749	0.02534666	0.02791850	0.03467034	0.03622667	0.03752472	0.04984525	0.04090232
31260	0.03980590	0.01882752	0.02286434	0.03376857	0.02978710	0.03609421	0.03406833	0.03676564	0.03891662	0.02421696	0.04088577	0.04029814	0.02198027	0.05109930	0.04364584	0.05001658	0.03160734	0.01804316	0.05064895	0.05320434	0.04984746	0.02417042	0.01909920	0.03566027	0.04104231	0.03754623	0.03960995	0.03647925
31280	0.03603894	0.01908168	0.02031198	0.02607380	0.02860284	0.02943321	0.05158902	0.03958123	0.04313291	0.03073496	0.04282376	0.03781376	0.01941686	0.04150190	0.03869244	0.03705568	0.03872997	0.02167404	0.04679440	0.04451725	0.03591101	0.02325551	0.02266109	0.04687987	0.05251661	0.05198739	0.03984224	0.03334565
31300	0.03958474	0.02052644	0.01931113	0.02839266	0.03402758	0.04199961	0.03691109	0.04484850	0.03596859	0.02688861	0.04052492	0.03674312	0.01962916	0.04384533	0.04534334	0.03105572	0.05355480	0.01414020	0.04615783	0.04700624	0.03862476	0.02659402	0.02359687	0.04145575	0.04349238	0.03712071	0.04883611	0.03381980
31320	0.03723147	0.02278901	0.02376604	0.03244963	0.02985137	0.03921369	0.03454945	0.04606938	0.03217487	0.02324008	0.04126002	0.03801169	0.01576415	0.03728050	0.03614037	0.04020399	0.04039056	0.02699447	0.04911749	0.04051588	0.05151910	0.02582400	0.02308063	0.04136170	0.04034084	0.04517645	0.05032601	0.03535716
31340	0.04942396	0.02199510	0.01735343	0.02564983	0.03236016	0.03852172	0.05296557	0.03649626	0.03585225	0.02868854	0.04058606	0.04195755	0.02411311	0.04454789	0.03577192	0.03616691	0.04431432	0.01585646	0.04651399	0.03860166	0.04747763	0.02595179	0.02306007	0.04056899	0.04695848	0.03299946	0.04087582	0.03437104
31360	0.04645605	0.01748275	0.03646212	0.01950661	0.03557285	0.04193265	0.04429737	0.03198810	0.04923948	0.02529175	0.04513590	0.04928782	0.02375862	0.03400718	0.04340811	0.03789842	0.02839436	0.02688566	0.03461067	0.04368394	0.04619862	0.02527688	0.01843991	0.04082509	0.04734198	0.03636970	0.03707374	0.03317369
31380	0.04425209	0.01870522	0.02369836	0.03108463	0.03301341	0.03555062	0.04252148	0.04469471	0.04135366	0.02669084	0.03669920	0.03683583	0.01908010	0.04574517	0.03429357	0.03758624	0.05494468	0.01928804	0.04492723	0.03992700	0.04987454	0.03126127	0.02368412	0.03551922	0.03505537	0.03258790	0.04559244	0.03553305
31400	0.04528830	0.02178640	0.01946383	0.02665655	0.03165638	0.03865494	0.04096259	0.02700989	0.04478415	0.02584800	0.03425028	0.04220185	0.02116189	0.04672150	0.03473414	0.05136252	0.04998581	0.01707088	0.03030311	0.04608125	0.05608899	0.02226801	0.01876916	0.04082135	0.04454659	0.03720739	0.04665301	0.03766123
31420	0.03965817	0.02254643	0.00988386	0.02931742	0.03683650	0.03755216	0.04828223	0.03480426	0.04224659	0.02159959	0.03780494	0.03853827	0.03858332	0.04445144	0.04299871	0.03280634	0.05036415	0.01786762	0.03909353	0.04621909	0.03987897	0.02430059	0.02589909	0.04236397	0.03357233	0.04088283	0.04912729	0.03252033
31440	0.03606484	0.02368116	0.02580140	0.02759017	0.02843117	0.03203692	0.04540121	0.03308386	0.03530180	0.03006504	0.04032307	0.03746720	0.03230287	0.04533079	0.03794799	0.03878680	0.04759149	0.02492960	0.04237397	0.04329592	0.04485473	0.02699251	0.01761402	0.04013520	0.04078627	0.04009666	0.04483755	0.03687579
31460	0.04670713	0.02692383	0.02708618	0.03064896	0.03471524	0.03593749	0.04290255	0.03348168	0.03687887	0.02529730	0.02775745	0.04070695	0.01839187	0.03846522	0.04321313	0.03698106	0.04701230	0.02008215	0.03943603	0.04752437	0.04291633	0.02658428	0.02178355	0.04095280	0.03573442	0.02373463	0.06688483	0.04125938
31480	0.03698896	0.01663897	0.02962908	0.02299846	0.03706836	0.04576451	0.03212668	0.03369159	0.03620647	0.02755719	0.03661950	0.03628418	0.03018891	0.05043346	0.03419281	0.04355693	0.04357160	0.02099217	0.04360851	0.03324384	0.04430345	0.03086873	0.02782254	0.03915818	0.03787922	0.03851290	0.05644525	0.03364756
31500	0.04791210	0.02273409	0.02482173	0.02085328	0.03131881	0.03362233	0.02802335	0.03439722	0.03706706	0.02048321	0.03419710	0.03985510	0.02107390	0.04895845	0.04296234	0.04119055	0.05037225	0.01175533	0.05030755	0.04092559	0.03816216	0.02727329	0.02227819	0.04338337	0.05699463	0.03475698	0.05695537	0.03736466
31520	0.04739384	0.02257776	0.02676558	0.02768302	0.03535429	0.03571331	0.04324757	0.02834975	0.03281758	0.02635866	0.04509818	0.04369968	0.02393799	0.04878458	0.04156221	0.03833038	0.04151730	0.01654477	0.03983523	0.04045612	0.04988728	0.02363003	0.02174362	0.03931950	0.04574197	0.03519147	0.03669042	0.04176790
31540	0.03956973	0.02310200	0.02867416	0.03295281	0.03618580	0.03470763	0.03982164	0.03773646	0.03371681	0.02868254	0.04837790	0.04154865	0.03365710	0.03824834	0.03668965	0.03399140	0.03366643	0.01593150	0.04901434	0.03974937	0.04397574	0.03320103	0.02542948	0.03545039	0.03435005	0.04308983	0.04701730	0.03146191
31560	0.03981117	0.02645828	0.02358927	0.02930632	0.03483298	0.03994224	0.03711164	0.03551908	0.03571172	0.02171152	0.04075696	0.03316885	0.02210007	0.05066632	0.03739194	0.04165570	0.03603615	0.02477889	0.05087058	0.03946003	0.03899494	0.02537737	0.02412134	0.04976102	0.04025178	0.04303263	0.04463329	0.03294793
31580	0.04150404	0.01785748	0.02916066	0.01773222	0.03486805	0.02929806	0.04339272	0.05918358	0.04047348	0.02323806	0.04079341	0.03787676	0.02203904	0.04039298	0.03451099	0.03531512	0.04161057	0.02046502	0.04267616	0.04981938	0.04204834	0.02530968	0.02169466	0.04142409	0.04440832	0.03816140	0.05324775	0.03149798
31600	0.04168891	0.02091841	0.02505283	0.02417743	0.03014922	0.04737413	0.03944319	0.04012822	0.04789266	0.02279624	0.03962871	0.03848915	0.02085776	0.04785847	0.04445674	0.03581178	0.05291953	0.01521953	0.03989309	0.02885327	0.03463470	0.02217552	0.02108973	0.04449740	0.04635826	0.02909090	0.06157335	0.03697087
31620	0.03331365	0.02487490	0.03638632	0.03096055	0.04080848	0.02895877	0.03716200	0.04592346	0.03529711	0.02266012	0.05021983	0.03709877	0.01548291	0.03555337	0.03925700	0.03692088	0.03325043	0.02165096	0.04648265	0.05371164	0.04143287	0.02467920	0.02240251	0.03590101	0.05013535	0.04044887	0.05246069	0.02656569
31640	0.04485141	0.01731790	0.02732176	0.02732964	0.02940870	0.03146656	0.03000425	0.02877415	0.04239186	0.02763272	0.03691680	0.04130047	0.02624597	0.03784931	0.03710860	0.04079122	0.05462256	0.02612512	0.05382822	0.04119571	0.04602975	0.02486302	0.02210845	0.03919985	0.04381949	0.04679245	0.03840549	0.03629857
31660	0.04929669	0.02845308	0.02139884	0.02907547	0.03260775	0.03722828	0.04581937	0.03689501	0.03257296	0.01827570	0.05080500	0.04084106	0.02518567	0.03792015	0.03452783	0.04714861	0.03317613	0.01946456	0.04668934	0.04512228	0.04077438	0.03299603	0.01582285	0.04020027	0.04220294	0.02756089	0.05725531	0.03068353
31680	0.04832373	0.01285062	0.03161142	0.02634780	0.03704140	0.03366703	0.03516942	0.03884806	0.03765425	0.02623203	0.04711981	0.04238183	0.02409396	0.03599236	0.03756300	0.04264358	0.04145521	0.02081379	0.04542893	0.04329430	0.04255786	0.02692095	0.02439847	0.03961852	0.03849085	0.03895897	0.04348974	0.03703211
31700	0.03816655	0.02184194	0.02862007	0.02366428	0.02188433	0.01991334	0.05612414	0.03657983	0.04913251	0.02781395	0.03810799	0.02936245	0.02539961	0.04010370	0.04280363	0.03721819	0.04467742	0.01918068	0.05135066	0.04713625	0.05234280	0.02088777	0.02008565	0.03876173	0.04436095	0.03240370	0.05182033	0.04025554
31720	0.05087185	0.02210665	0.01920383	0.02726287	0.02840647	0.03999318	0.04016747	0.04298178	0.04292340	0.02158698	0.02951234	0.04186696	0.01823488	0.04768609	0.03540452	0.03299873	0.05013775	0.02641542	0.03881900	0.04060326	0.04709138	0.02694528	0.02736680	0.04385361	0.03595886	0.03724697	0.04943386	0.03491979
31740	0.03927281	0.01696564	0.02212916	0.03707543	0.02934132	0.05060804	0.04685160	0.04402117	0.02774339	0.02576429	0.04645832	0.03850306	0.02445111	0.04657220	0.04355297	0.04461950	0.03445812	0.01931144	0.03057722	0.04782830	0.04118600	0.03143789	0.01920703	0.03875805	0.03439350	0.04628598	0.04060768	0.03201881
31760	0.04371277	0.02189895	0.02476102	0.03054537	0.02793360	0.02849993	0.04631066	0.03991637	0.04464100	0.02822870	0.03904667	0.03737462	0.02393661	0.04192203	0.03276475	0.04477442	0.04133032	0.02142630	0.03997602	0.03570904	0.05770869	0.02650970	0.01736013	0.04048826	0.04705116	0.03897239	0.04785199	0.02934854
31780	0.04714756	0.02027109	0.02769744	0.02863724	0.02655785	0.04106691	0.04388263	0.04197857	0.03882179	0.03091682	0.03214654	0.03453288	0.01936375	0.04387086	0.03731856	0.03445806	0.04266130	0.01959200	0.05099544	0.03035611	0.04688855	0.03469772	0.02311829	0.04219616	0.02415542	0.04774772	0.04049639	0.04842631
31800	0.04441543	0.01736225	0.02583146	0.02790083	0.03123059	0.03461453	0.03992010	0.03584728	0.04472261	0.02759665	0.03844104	0.03465565	0.02515179	0.05190419	0.03849165	0.04171747	0.03656090	0.02517733	0.04210751	0.04289493	0.04982059	0.02156740	0.02347836	0.04176956	0.03936325	0.03294058	0.05452201	0.02999403
31820	0.04491528	0.01961209	0.02706528	0.03060271	0.03887054	0.03755793	0.04027748	0.04486522	0.04204083	0.02326716	0.03265998	0.04236579	0.02107122	0.03949397	0.03844488	0.04336737	0.04174208	0.01283189	0.03395697	0.03222233	0.04463550	0.02525122	0.02063583	0.03884671	0.04464157	0.03192914	0.06612418	0.04070485
31840	0.02963462	0.01494194	0.02918881	0.02697106	0.03907191	0.04220588	0.03905737	0.04010762	0.04462165	0.02637419	0.04556206	0.04470907	0.02024485	0.03702956	0.03452625	0.03766685	0.04970304	0.01358279	0.05250615	0.04168484	0.04631048	0.02414859	0.02613489	0.03817249	0.03899419	0.02684595	0.05455206	0.03545083
31860	0.05495326	0.01944001	0.01949490	0.02332899	0.03402710	0.04306470	0.04433864	0.03561936	0.03938187	0.01982892	0.04997564	0.03551686	0.01886345	0.05806414	0.03429550	0.03358756	0.04969444	0.01807172	0.03328871	0.03601852	0.04698113	0.02377205	0.01890952	0.04557887	0.04238196	0.04216348	0.04138561	0.03797309
31880	0.04488135	0.02108867	0.01720218	0.02356181	0.03329778	0.04514842	0.04529772	0.03967495	0.03775407	0.02511818	0.03688756	0.03148601	0.01728870	0.05809707	0.03690825	0.03438370	0.04040968	0.02186689	0.04131052	0.03405066	0.05185474	0.03087254	0.02175982	0.04322149	0.02644940	0.04097549	0.06138536	0.03776698
31900	0.03497218	0.02225349	0.02705361	0.02807576	0.03064585	0.04139583	0.03519529	0.03213178	0.03800632	0.02914552	0.03176237	0.03737889	0.02398149	0.04086432	0.03518144	0.03844483	0.05730478	0.02756121	0.03783103	0.04024761	0.04949252	0.02094212	0.02354568	0.04259041	0.03734260	0.04994219	0.04956211	0.03714877
31920	0.04133260	0.02067162	0.03493806	0.02671188	0.02767595	0.02973028	0.03865628	0.04020967	0.04810650	0.02392928	0.04628872	0.03470417	0.01762121	0.03824679	0.04193423	0.03050905	0.05054439	0.01895088	0.03437330	0.03582485	0.05391937	0.02302135	0.02224570	0.05061583	0.03235397	0.04723846	0.05601134	0.03363426
